usuario_id,fecha_registro,pais,ciudad,edad,segmento_edad,genero,canal_adquisicion
U00731,2024-05-02,Argentina,Buenos Aires,23,18-24,Masculino,Redes sociales
U00732,2024-12-15,Argentina,Rosario,34,25-34,Femenino,Alianza comercial
U00733,2023-10-29,Chile,La Serena,27,25-34,Masculino,Alianza comercial
U00734,2023-11-24,Perú,Arequipa,18,18-24,Masculino,Redes sociales
U00735,2025-03-05,México,Ciudad de México,34,25-34,Masculino,Referido
U00736,2024-07-12,México,Monterrey,47,45-54,Masculino,Referido
U00737,2025-02-10,Argentina,Córdoba,29,25-34,Masculino,Redes sociales
U00738,2025-03-07,México,Monterrey,18,18-24,Masculino,Publicidad digital
U00739,2025-06-11,Colombia,Cali,57,55+,Masculino,Redes sociales
U00740,2023-11-02,Perú,Arequipa,55,55+,Femenino,Redes sociales
U00741,2024-07-20,Chile,Santiago,32,25-34,Femenino,Orgánico
U00742,2024-11-19,Chile,Valparaíso,29,25-34,Femenino,Redes sociales
U00743,2025-04-04,Chile,Valparaíso,18,18-24,Masculino,Orgánico
U00744,2023-10-29,Argentina,Mendoza,25,25-34,Prefiere no indicar,Redes sociales
U00745,2023-07-15,España,Barcelona,41,35-44,Masculino,Alianza comercial
U00746,2025-04-28,México,Ciudad de México,22,18-24,Femenino,Referido
U00747,2024-09-24,Colombia,Cali,35,35-44,Femenino,Redes sociales
U00748,2025-06-28,Perú,Trujillo,18,18-24,Femenino,Alianza comercial
U00749,2023-06-21,Chile,Valparaíso,48,45-54,Masculino,Orgánico
U00750,2023-07-11,Argentina,Mendoza,31,25-34,Masculino,Referido
U00751,2025-07-24,Perú,Lima,26,25-34,Masculino,Orgánico
U00752,2025-01-20,Chile,Santiago,38,35-44,Femenino,Orgánico
U00753,2025-10-03,Colombia,Barranquilla,32,25-34,Femenino,Orgánico
U00754,2025-02-18,Perú,Lima,68,55+,Masculino,Orgánico
U00755,2024-10-19,México,Monterrey,30,25-34,Femenino,Referido
U00756,2024-05-30,Colombia,Cali,28,25-34,Masculino,Publicidad digital
U00757,2025-11-02,Chile,Concepción,33,25-34,Femenino,Orgánico
U00758,2023-05-17,Ecuador,Cuenca,51,45-54,Femenino,Alianza comercial
U00759,2025-06-29,Argentina,Córdoba,23,18-24,Femenino,Redes sociales
U00760,2025-09-03,Chile,La Serena,28,25-34,Masculino,Publicidad digital
U00761,2023-02-05,Argentina,Mendoza,42,35-44,Femenino,Redes sociales
U00762,2025-03-23,México,Puebla,25,25-34,No binario,Redes sociales
U00763,2024-01-05,España,Barcelona,29,25-34,Femenino,Orgánico
U00764,2023-04-15,Chile,Valparaíso,18,18-24,Masculino,Redes sociales
U00765,2025-04-11,Chile,La Serena,42,35-44,Femenino,Redes sociales
U00766,2025-10-04,Argentina,Rosario,18,18-24,Masculino,Redes sociales
U00767,2023-03-06,Chile,Santiago,22,18-24,Masculino,Alianza comercial
U00768,2023-09-08,Argentina,Buenos Aires,38,35-44,Femenino,Orgánico
U00769,2023-02-03,Chile,Concepción,27,25-34,Masculino,Redes sociales
U00770,2023-10-29,Colombia,Barranquilla,39,35-44,Masculino,Referido
U00771,2023-12-06,Chile,Santiago,30,25-34,Femenino,Redes sociales
U00772,2024-11-14,Chile,La Serena,48,45-54,Femenino,Orgánico
U00773,2024-08-18,Colombia,Barranquilla,25,25-34,Prefiere no indicar,Publicidad digital
U00774,2024-01-22,Colombia,Bogotá,43,35-44,Prefiere no indicar,Publicidad digital
U00775,2025-03-04,México,Guadalajara,53,45-54,Femenino,Publicidad digital
U00776,2025-01-27,Colombia,Barranquilla,44,35-44,Femenino,Publicidad digital
U00777,2024-03-26,España,Madrid,32,25-34,Femenino,Orgánico
U00778,2025-04-20,Colombia,Medellín,45,45-54,Masculino,Referido
U00779,2025-10-08,España,Madrid,37,35-44,Femenino,Alianza comercial
U00780,2024-07-26,Colombia,Barranquilla,32,25-34,Masculino,Referido
U00781,2023-09-16,Perú,Lima,47,45-54,Masculino,Referido
U00782,2024-11-21,Chile,Concepción,18,18-24,Masculino,Publicidad digital
U00783,2024-06-10,Colombia,Medellín,18,18-24,Femenino,Referido
U00784,2024-11-09,México,Puebla,21,18-24,Masculino,Redes sociales
U00785,2023-11-15,Chile,Santiago,29,25-34,Masculino,Orgánico
U00786,2024-02-12,Perú,Cusco,44,35-44,Masculino,Redes sociales
U00787,2025-03-22,Colombia,Cali,39,35-44,Femenino,Publicidad digital
U00788,2025-05-11,Argentina,Rosario,20,18-24,Femenino,Orgánico
U00789,2023-11-20,Argentina,Buenos Aires,34,25-34,Masculino,Orgánico
U00790,2025-06-22,Chile,Temuco,46,45-54,Femenino,Alianza comercial
U00791,2025-02-21,España,Barcelona,26,25-34,Femenino,Orgánico
U00792,2024-11-22,México,Monterrey,50,45-54,Masculino,Orgánico
U00793,2025-11-29,Chile,Valparaíso,54,45-54,Masculino,Redes sociales
U00794,2025-08-04,Chile,La Serena,44,35-44,Masculino,Redes sociales
U00795,2023-05-06,España,Valencia,42,35-44,Masculino,Redes sociales
U00796,2025-07-30,Chile,Santiago,46,45-54,No binario,Redes sociales
U00797,2023-06-23,Chile,Santiago,18,18-24,Masculino,Redes sociales
U00798,2025-06-04,Argentina,Mendoza,41,35-44,Femenino,Referido
U00799,2024-05-27,Colombia,Barranquilla,35,35-44,Masculino,Orgánico
U00800,2025-01-06,Chile,La Serena,20,18-24,Masculino,Redes sociales
U00801,2023-04-18,México,Monterrey,27,25-34,Masculino,Redes sociales
U00802,2025-07-31,Argentina,Córdoba,44,35-44,Femenino,Alianza comercial
U00803,2024-05-04,Argentina,Buenos Aires,28,25-34,Masculino,Publicidad digital
U00804,2024-04-18,México,Guadalajara,43,35-44,Masculino,Alianza comercial
U00805,2023-07-01,Chile,La Serena,36,35-44,Masculino,Publicidad digital
U00806,2024-12-20,España,Sevilla,36,35-44,Femenino,Referido
U00807,2023-03-02,Ecuador,Guayaquil,50,45-54,Femenino,Redes sociales
U00808,2024-12-13,Perú,Lima,44,35-44,Femenino,Referido
U00809,2023-02-06,España,Sevilla,43,35-44,Masculino,Referido
U00810,2025-05-13,Perú,Arequipa,34,25-34,Masculino,Orgánico
U00811,2025-11-12,Chile,Temuco,61,55+,Femenino,Orgánico
U00812,2025-03-31,Perú,Lima,43,35-44,Masculino,Publicidad digital
U00813,2023-02-28,Chile,La Serena,22,18-24,Masculino,Publicidad digital
U00814,2023-01-06,Argentina,Córdoba,45,45-54,Femenino,Alianza comercial
U00815,2024-11-29,Chile,Santiago,18,18-24,Masculino,Redes sociales
U00816,2023-07-07,Chile,Santiago,30,25-34,Masculino,Publicidad digital
U00817,2024-11-04,Argentina,Mendoza,24,18-24,Femenino,Publicidad digital
U00818,2025-02-14,Chile,Valparaíso,35,35-44,No binario,Referido
U00819,2024-05-26,Argentina,Buenos Aires,28,25-34,Femenino,Publicidad digital
U00820,2024-01-05,Perú,Arequipa,41,35-44,Masculino,Redes sociales
U00821,2023-11-18,México,Guadalajara,32,25-34,Femenino,Orgánico
U00822,2025-02-05,México,Monterrey,26,25-34,Masculino,Referido
U00823,2023-04-08,España,Madrid,45,45-54,Femenino,Orgánico
U00824,2023-09-08,México,Ciudad de México,54,45-54,Masculino,Orgánico
U00825,2024-11-25,Perú,Cusco,32,25-34,No binario,Redes sociales
U00826,2025-08-06,México,Puebla,57,55+,Masculino,Redes sociales
U00827,2024-04-28,Chile,Temuco,36,35-44,Prefiere no indicar,Orgánico
U00828,2024-02-06,México,Guadalajara,44,35-44,Femenino,Redes sociales
U00829,2024-07-04,Colombia,Bogotá,27,25-34,Masculino,Publicidad digital
U00830,2025-06-09,Chile,Concepción,35,35-44,Femenino,Orgánico
U00831,2024-10-30,Chile,Valparaíso,29,25-34,Femenino,Orgánico
U00832,2025-01-15,Colombia,Cali,40,35-44,Femenino,Referido
U00833,2025-01-24,Colombia,Cali,18,18-24,Femenino,Orgánico
U00834,2025-02-18,Colombia,Barranquilla,21,18-24,Femenino,Publicidad digital
U00835,2025-09-29,Argentina,Mendoza,18,18-24,Femenino,Orgánico
U00836,2024-03-27,Perú,Cusco,33,25-34,Femenino,Publicidad digital
U00837,2023-08-03,Perú,Trujillo,31,25-34,Femenino,Publicidad digital
U00838,2023-06-14,Chile,Concepción,46,45-54,Masculino,Orgánico
U00839,2024-03-15,Perú,Lima,50,45-54,Masculino,Referido
U00840,2025-09-21,México,Ciudad de México,25,25-34,Femenino,Orgánico
U00841,2024-08-04,México,Monterrey,36,35-44,Femenino,Redes sociales
U00842,2024-11-28,México,Guadalajara,27,25-34,Femenino,Redes sociales
U00843,2023-03-09,Chile,Temuco,23,18-24,Masculino,Redes sociales
U00844,2023-11-14,Argentina,Rosario,40,35-44,Femenino,Publicidad digital
U00845,2024-01-25,México,Puebla,41,35-44,Femenino,Redes sociales
U00846,2024-03-22,Perú,Lima,32,25-34,Femenino,Redes sociales
U00847,2025-03-25,Chile,Temuco,23,18-24,Prefiere no indicar,Orgánico
U00848,2025-11-09,España,Valencia,31,25-34,Prefiere no indicar,Publicidad digital
U00849,2025-05-31,Chile,Temuco,20,18-24,Masculino,Orgánico
U00850,2023-12-19,España,Barcelona,18,18-24,Masculino,Publicidad digital
U00851,2023-04-11,Chile,Santiago,57,55+,Masculino,Orgánico
U00852,2024-04-26,Ecuador,Guayaquil,49,45-54,Masculino,Publicidad digital
U00853,2024-02-17,México,Puebla,44,35-44,Femenino,Redes sociales
U00854,2023-08-05,México,Guadalajara,22,18-24,No binario,Referido
U00855,2025-10-08,México,Monterrey,43,35-44,Masculino,Alianza comercial
U00856,2023-07-30,Colombia,Barranquilla,58,55+,Femenino,Redes sociales
U00857,2023-10-09,Perú,Trujillo,30,25-34,Masculino,Orgánico
U00858,2023-10-31,Chile,La Serena,38,35-44,Femenino,Referido
U00859,2025-05-28,España,Madrid,18,18-24,Femenino,Referido
U00860,2025-11-23,Chile,Temuco,43,35-44,Masculino,Referido
U00861,2024-01-18,México,Puebla,31,25-34,Femenino,Publicidad digital
U00862,2024-12-08,Argentina,Buenos Aires,60,55+,Femenino,Referido
U00863,2023-06-14,Colombia,Cali,23,18-24,Masculino,Orgánico
U00864,2025-06-28,Argentina,Buenos Aires,20,18-24,Femenino,Referido
U00865,2023-03-28,Argentina,Mendoza,34,25-34,Masculino,Publicidad digital
U00866,2024-03-23,México,Guadalajara,19,18-24,Masculino,Redes sociales
U00867,2023-10-02,Ecuador,Guayaquil,38,35-44,No binario,Publicidad digital
U00868,2025-04-24,México,Monterrey,48,45-54,Masculino,Publicidad digital
U00869,2025-09-05,Chile,Concepción,42,35-44,Femenino,Alianza comercial
U00870,2025-05-02,Chile,Valparaíso,42,35-44,Masculino,Redes sociales
U00871,2023-09-05,Chile,Temuco,46,45-54,Femenino,Redes sociales
U00872,2024-11-10,Chile,La Serena,42,35-44,Femenino,Publicidad digital
U00873,2025-11-28,México,Guadalajara,27,25-34,Masculino,Orgánico
U00874,2025-05-19,Chile,Valparaíso,18,18-24,Masculino,Alianza comercial
U00875,2023-07-01,Chile,La Serena,22,18-24,Masculino,Redes sociales
U00876,2023-01-22,España,Valencia,38,35-44,No binario,Redes sociales
U00877,2025-03-29,España,Sevilla,37,35-44,Femenino,Orgánico
U00878,2023-03-25,Chile,Concepción,36,35-44,Femenino,Redes sociales
U00879,2024-10-24,Chile,Concepción,35,35-44,Masculino,Publicidad digital
U00880,2024-12-03,España,Barcelona,48,45-54,Masculino,Referido
U00881,2024-10-31,Argentina,Mendoza,45,45-54,Femenino,Orgánico
U00882,2023-11-04,México,Puebla,28,25-34,No binario,Orgánico
U00883,2024-10-28,Chile,Concepción,31,25-34,Femenino,Redes sociales
U00884,2023-04-12,Colombia,Medellín,38,35-44,Femenino,Redes sociales
U00885,2023-05-12,Chile,La Serena,18,18-24,Femenino,Referido
U00886,2024-08-06,Chile,Santiago,28,25-34,Masculino,Orgánico
U00887,2023-03-28,Chile,Concepción,45,45-54,Femenino,Publicidad digital
U00888,2025-08-08,España,Barcelona,21,18-24,Masculino,Redes sociales
U00889,2023-01-09,Chile,Valparaíso,39,35-44,Femenino,Redes sociales
U00890,2023-03-02,México,Puebla,31,25-34,Femenino,Referido
U00891,2024-09-13,España,Madrid,23,18-24,No binario,Orgánico
U00892,2023-04-03,Chile,La Serena,48,45-54,Masculino,Orgánico
U00893,2025-11-09,España,Barcelona,39,35-44,Masculino,Orgánico
U00894,2023-03-19,Argentina,Mendoza,53,45-54,Prefiere no indicar,Publicidad digital
U00895,2024-04-16,México,Monterrey,52,45-54,Femenino,Redes sociales
U00896,2023-01-19,Perú,Trujillo,58,55+,Masculino,Orgánico
U00897,2023-02-18,Ecuador,Guayaquil,26,25-34,Femenino,Referido
U00898,2023-02-23,Perú,Arequipa,21,18-24,Femenino,Orgánico
U00899,2024-01-28,México,Guadalajara,24,18-24,Masculino,Orgánico
U00900,2023-12-07,Chile,Temuco,18,18-24,Femenino,Publicidad digital
U00901,2024-08-19,Chile,Concepción,54,45-54,Femenino,Publicidad digital
U00902,2024-05-16,Ecuador,Guayaquil,29,25-34,Femenino,Publicidad digital
U00903,2025-01-10,Chile,Concepción,19,18-24,Masculino,Publicidad digital
U00904,2023-09-12,Chile,Temuco,32,25-34,Masculino,Publicidad digital
U00905,2024-05-18,Argentina,Mendoza,39,35-44,Masculino,Referido
U00906,2024-05-24,Perú,Cusco,34,25-34,No binario,Orgánico
U00907,2025-03-05,Chile,Concepción,32,25-34,Masculino,Publicidad digital
U00908,2025-01-06,Chile,La Serena,38,35-44,Masculino,Orgánico
U00909,2025-09-15,Chile,Valparaíso,20,18-24,Masculino,Publicidad digital
U00910,2024-06-16,México,Puebla,30,25-34,Masculino,Redes sociales
U00911,2025-03-10,Argentina,Buenos Aires,44,35-44,Femenino,Publicidad digital
U00912,2023-02-11,México,Ciudad de México,22,18-24,Femenino,Referido
U00913,2025-02-25,Perú,Lima,33,25-34,Masculino,Publicidad digital
U00914,2024-03-08,Perú,Cusco,34,25-34,Femenino,Publicidad digital
U00915,2024-06-25,México,Guadalajara,27,25-34,Masculino,Publicidad digital
U00916,2024-07-07,México,Puebla,26,25-34,Femenino,Publicidad digital
U00917,2025-01-29,España,Barcelona,32,25-34,Masculino,Redes sociales
U00918,2023-04-10,Perú,Lima,20,18-24,Masculino,Referido
U00919,2025-06-09,México,Ciudad de México,23,18-24,Femenino,Referido
U00920,2025-08-31,Chile,Temuco,42,35-44,Masculino,Redes sociales
U00921,2024-12-03,España,Madrid,35,35-44,Masculino,Redes sociales
U00922,2025-11-11,España,Barcelona,47,45-54,Masculino,Redes sociales
U00923,2024-05-16,Chile,Valparaíso,34,25-34,Femenino,Redes sociales
U00924,2025-08-10,Chile,Concepción,49,45-54,Masculino,Redes sociales
U00925,2023-02-28,España,Valencia,22,18-24,Femenino,Publicidad digital
U00926,2024-04-02,Chile,Santiago,31,25-34,Femenino,Alianza comercial
U00927,2024-05-04,Argentina,Córdoba,42,35-44,Masculino,Orgánico
U00928,2025-06-02,México,Guadalajara,28,25-34,Masculino,Referido
U00929,2025-07-08,México,Guadalajara,32,25-34,Masculino,Publicidad digital
U00930,2023-09-06,México,Puebla,18,18-24,Masculino,Referido
U00931,2024-05-31,Chile,Santiago,37,35-44,Masculino,Redes sociales
U00932,2023-07-01,Chile,Santiago,35,35-44,Masculino,Alianza comercial
U00933,2023-03-28,Perú,Cusco,27,25-34,Masculino,Redes sociales
U00934,2025-11-20,Colombia,Cali,46,45-54,Femenino,Orgánico
U00935,2023-06-18,Chile,Santiago,22,18-24,Masculino,Orgánico
U00936,2023-04-19,Chile,Temuco,18,18-24,Femenino,Orgánico
U00937,2025-08-10,Perú,Arequipa,52,45-54,Masculino,Redes sociales
U00938,2023-01-21,Argentina,Rosario,28,25-34,Masculino,Alianza comercial
U00939,2023-01-17,México,Puebla,48,45-54,Femenino,Referido
U00940,2023-06-03,México,Monterrey,37,35-44,Masculino,Alianza comercial
U00941,2024-11-29,España,Valencia,36,35-44,Masculino,Referido
U00942,2023-09-21,Chile,Concepción,30,25-34,Femenino,Redes sociales
U00943,2025-06-29,España,Madrid,24,18-24,Masculino,Redes sociales
U00944,2024-03-10,Chile,Temuco,24,18-24,Masculino,Orgánico
U00945,2025-06-24,Colombia,Bogotá,29,25-34,Femenino,Alianza comercial
U00946,2024-07-18,Chile,Temuco,35,35-44,Prefiere no indicar,Publicidad digital
U00947,2023-12-04,México,Puebla,22,18-24,Femenino,Referido
U00948,2023-10-10,España,Barcelona,22,18-24,Prefiere no indicar,Referido
U00949,2025-11-06,Argentina,Rosario,27,25-34,Femenino,Referido
U00950,2024-08-08,México,Ciudad de México,35,35-44,Masculino,Referido
U00951,2025-03-04,Ecuador,Quito,45,45-54,Masculino,Publicidad digital
U00952,2025-04-17,México,Monterrey,38,35-44,Masculino,Redes sociales
U00953,2024-05-25,Ecuador,Cuenca,28,25-34,Femenino,Orgánico
U00954,2023-02-18,Perú,Trujillo,41,35-44,Masculino,Publicidad digital
U00955,2024-10-05,España,Valencia,27,25-34,Masculino,Publicidad digital
U00956,2024-08-23,Colombia,Bogotá,42,35-44,Femenino,Alianza comercial
U00957,2025-01-11,Argentina,Rosario,41,35-44,Femenino,Orgánico
U00958,2025-11-19,Perú,Lima,49,45-54,Masculino,Publicidad digital
U00959,2024-05-16,España,Valencia,26,25-34,Femenino,Orgánico
U00960,2025-04-27,España,Valencia,29,25-34,Femenino,Redes sociales
U00961,2024-01-18,Perú,Trujillo,27,25-34,Femenino,Referido
U00962,2024-02-11,Perú,Trujillo,47,45-54,Femenino,Orgánico
U00963,2024-12-12,Chile,Concepción,38,35-44,Prefiere no indicar,Publicidad digital
U00964,2024-02-23,México,Guadalajara,41,35-44,Masculino,Referido
U00965,2024-05-11,Ecuador,Guayaquil,50,45-54,Femenino,Publicidad digital
U00966,2024-11-07,Chile,Temuco,29,25-34,Femenino,Publicidad digital
U00967,2025-03-15,España,Valencia,28,25-34,Masculino,Redes sociales
U00968,2025-05-21,Chile,Concepción,47,45-54,Masculino,Redes sociales
U00969,2024-06-08,Colombia,Barranquilla,40,35-44,Femenino,Orgánico
U00970,2025-06-04,Chile,Temuco,32,25-34,Masculino,Redes sociales
U00971,2024-10-18,Chile,Santiago,26,25-34,Femenino,Orgánico
U00972,2023-05-24,Ecuador,Cuenca,22,18-24,Masculino,Referido
U00973,2023-03-18,España,Valencia,39,35-44,Femenino,Redes sociales
U00974,2023-09-20,España,Madrid,33,25-34,Masculino,Orgánico
U00975,2025-03-18,Chile,La Serena,41,35-44,Masculino,Redes sociales
U00976,2024-01-13,España,Barcelona,35,35-44,Masculino,Alianza comercial
U00977,2023-10-10,Argentina,Mendoza,35,35-44,Masculino,Orgánico
U00978,2023-09-18,España,Valencia,40,35-44,Masculino,Publicidad digital
U00979,2025-11-02,México,Puebla,28,25-34,Femenino,Orgánico
U00980,2023-02-23,Chile,La Serena,29,25-34,Femenino,Redes sociales
U00981,2025-05-30,México,Guadalajara,41,35-44,Femenino,Referido
U00982,2025-09-17,España,Barcelona,40,35-44,Femenino,Alianza comercial
U00983,2024-02-26,Chile,Valparaíso,30,25-34,Femenino,Orgánico
U00984,2024-01-18,México,Ciudad de México,20,18-24,Femenino,Publicidad digital
U00985,2024-05-13,Chile,La Serena,43,35-44,Masculino,Orgánico
U00986,2024-12-22,México,Ciudad de México,35,35-44,Masculino,Redes sociales
U00987,2023-07-07,Perú,Arequipa,46,45-54,Masculino,Orgánico
U00988,2024-10-13,Chile,Temuco,39,35-44,Masculino,Redes sociales
U00989,2025-05-06,México,Ciudad de México,35,35-44,Femenino,Orgánico
U00990,2025-08-13,Argentina,Mendoza,25,25-34,Masculino,Referido
U00991,2025-04-21,Chile,Santiago,54,45-54,Femenino,Redes sociales
U00992,2023-03-18,Colombia,Bogotá,19,18-24,Masculino,Publicidad digital
U00993,2024-10-29,Perú,Cusco,41,35-44,Femenino,Publicidad digital
U00994,2024-04-08,Perú,Trujillo,31,25-34,Masculino,Publicidad digital
U00995,2024-10-11,Argentina,Mendoza,42,35-44,Femenino,Redes sociales
U00996,2024-06-12,Chile,La Serena,39,35-44,Femenino,Referido
U00997,2025-09-24,Chile,Santiago,58,55+,Masculino,Redes sociales
U00998,2023-05-10,Argentina,Córdoba,41,35-44,No binario,Publicidad digital
U00999,2023-11-22,Chile,Temuco,30,25-34,Femenino,Orgánico
U01000,2024-12-26,México,Ciudad de México,36,35-44,Masculino,Redes sociales
U01001,2025-07-20,Colombia,Bogotá,18,18-24,Femenino,Publicidad digital
U01002,2025-05-01,México,Ciudad de México,19,18-24,Masculino,Redes sociales
U01003,2023-06-15,México,Ciudad de México,45,45-54,Femenino,Publicidad digital
U01004,2023-11-02,Colombia,Medellín,35,35-44,Masculino,Orgánico
U01005,2023-08-13,España,Sevilla,35,35-44,Masculino,Alianza comercial
U01006,2023-05-17,México,Puebla,32,25-34,Femenino,Orgánico
U01007,2024-09-08,Chile,Temuco,33,25-34,Prefiere no indicar,Publicidad digital
U01008,2024-11-14,Chile,Temuco,22,18-24,Masculino,Orgánico
U01009,2023-03-11,México,Ciudad de México,41,35-44,Femenino,Publicidad digital
U01010,2024-07-17,Colombia,Barranquilla,33,25-34,Masculino,Orgánico
U01011,2024-07-07,Chile,Temuco,33,25-34,Masculino,Orgánico
U01012,2024-08-15,Ecuador,Cuenca,18,18-24,Masculino,Orgánico
U01013,2025-02-08,Colombia,Cali,32,25-34,Femenino,Publicidad digital
U01014,2023-07-15,Ecuador,Guayaquil,39,35-44,Femenino,Referido
U01015,2024-03-19,México,Ciudad de México,20,18-24,Femenino,Orgánico
U01016,2025-06-08,Chile,Santiago,40,35-44,Femenino,Redes sociales
U01017,2024-04-21,Chile,Valparaíso,18,18-24,Masculino,Referido
U01018,2025-06-22,España,Barcelona,31,25-34,Femenino,Redes sociales
U01019,2023-06-09,Perú,Trujillo,18,18-24,Femenino,Alianza comercial
U01020,2023-02-10,Argentina,Buenos Aires,18,18-24,Femenino,Redes sociales
U01021,2024-05-16,Argentina,Córdoba,44,35-44,Femenino,Redes sociales
U01022,2023-05-27,Colombia,Bogotá,21,18-24,Masculino,Orgánico
U01023,2025-11-01,Argentina,Mendoza,31,25-34,Femenino,Referido
U01024,2024-01-06,Perú,Lima,41,35-44,Masculino,Referido
U01025,2024-05-26,México,Monterrey,37,35-44,Femenino,Orgánico
U01026,2024-12-03,Argentina,Rosario,24,18-24,Masculino,Referido
U01027,2025-06-02,España,Sevilla,38,35-44,Masculino,Orgánico
U01028,2024-07-02,México,Monterrey,31,25-34,Masculino,Redes sociales
U01029,2024-02-19,Argentina,Córdoba,44,35-44,Masculino,Alianza comercial
U01030,2024-02-16,México,Monterrey,41,35-44,Femenino,Redes sociales
U01031,2024-11-23,Chile,La Serena,40,35-44,Femenino,Referido
U01032,2025-05-27,Chile,Valparaíso,46,45-54,Masculino,Alianza comercial
U01033,2025-08-15,Chile,Temuco,30,25-34,No binario,Publicidad digital
U01034,2025-02-09,Chile,La Serena,39,35-44,Masculino,Redes sociales
U01035,2025-07-03,Argentina,Rosario,18,18-24,Masculino,Publicidad digital
U01036,2025-09-27,Colombia,Medellín,41,35-44,Femenino,Redes sociales
U01037,2025-08-10,España,Sevilla,23,18-24,Masculino,Alianza comercial
U01038,2023-03-13,España,Sevilla,18,18-24,Femenino,Redes sociales
U01039,2023-08-05,México,Monterrey,24,18-24,Masculino,Orgánico
U01040,2023-08-12,Chile,Valparaíso,53,45-54,Masculino,Redes sociales
U01041,2023-01-20,Perú,Lima,36,35-44,Femenino,Publicidad digital
U01042,2024-03-25,Perú,Trujillo,40,35-44,Masculino,Referido
U01043,2024-01-07,Chile,Temuco,33,25-34,Femenino,Orgánico
U01044,2024-10-31,Colombia,Bogotá,18,18-24,Masculino,Redes sociales
U01045,2024-01-01,Chile,Valparaíso,36,35-44,Prefiere no indicar,Redes sociales
U01046,2025-11-20,Argentina,Mendoza,43,35-44,Femenino,Referido
U01047,2024-08-22,Perú,Trujillo,18,18-24,Masculino,Redes sociales
U01048,2023-07-09,Chile,Concepción,50,45-54,Femenino,Redes sociales
U01049,2024-01-23,Chile,Santiago,35,35-44,Femenino,Publicidad digital
U01050,2024-01-19,Chile,Valparaíso,22,18-24,Masculino,Publicidad digital
U01051,2025-10-17,Colombia,Cali,49,45-54,Femenino,Orgánico
U01052,2023-09-20,Chile,Valparaíso,28,25-34,Femenino,Referido
U01053,2025-09-08,Colombia,Barranquilla,35,35-44,Femenino,Redes sociales
U01054,2025-07-10,Chile,Concepción,34,25-34,Femenino,Referido
U01055,2025-07-31,Chile,Temuco,24,18-24,Masculino,Alianza comercial
U01056,2024-03-20,Chile,Concepción,47,45-54,Masculino,Referido
U01057,2024-09-08,México,Guadalajara,54,45-54,Femenino,Publicidad digital
U01058,2023-06-03,España,Madrid,22,18-24,Masculino,Referido
U01059,2023-08-27,España,Sevilla,32,25-34,Femenino,Redes sociales
U01060,2023-02-25,Argentina,Córdoba,18,18-24,Femenino,Alianza comercial
U01061,2024-10-13,Perú,Lima,36,35-44,Masculino,Referido
U01062,2023-01-30,España,Barcelona,29,25-34,Femenino,Orgánico
U01063,2025-07-07,Argentina,Córdoba,18,18-24,Masculino,Publicidad digital
U01064,2024-01-02,España,Sevilla,34,25-34,Masculino,Publicidad digital
U01065,2024-12-01,Chile,Concepción,33,25-34,Femenino,Orgánico
U01066,2025-01-16,Chile,La Serena,34,25-34,Femenino,Redes sociales
U01067,2024-03-31,Perú,Cusco,18,18-24,Masculino,Alianza comercial
U01068,2023-04-27,Colombia,Bogotá,35,35-44,Masculino,Publicidad digital
U01069,2025-04-25,México,Ciudad de México,43,35-44,Femenino,Alianza comercial
U01070,2025-11-08,Chile,Temuco,43,35-44,Femenino,Orgánico
U01071,2025-07-14,Chile,Santiago,33,25-34,Masculino,Referido
U01072,2024-01-27,Chile,Concepción,35,35-44,Femenino,Referido
U01073,2024-11-26,Ecuador,Quito,38,35-44,Femenino,Orgánico
U01074,2025-01-30,México,Guadalajara,60,55+,Femenino,Publicidad digital
U01075,2024-11-03,Chile,Concepción,32,25-34,Femenino,Publicidad digital
U01076,2024-07-20,España,Valencia,33,25-34,Femenino,Publicidad digital
U01077,2023-10-22,España,Valencia,29,25-34,Femenino,Redes sociales
U01078,2024-08-26,Perú,Lima,44,35-44,Masculino,Orgánico
U01079,2025-03-22,Perú,Arequipa,51,45-54,Masculino,Publicidad digital
U01080,2023-08-20,Perú,Lima,45,45-54,Femenino,Referido
U01081,2025-01-27,Perú,Arequipa,35,35-44,Femenino,Referido
U01082,2023-02-23,Chile,La Serena,28,25-34,Femenino,Orgánico
U01083,2025-09-02,España,Sevilla,66,55+,Femenino,Referido
U01084,2025-09-06,Chile,La Serena,43,35-44,Femenino,Redes sociales
U01085,2025-05-31,Chile,La Serena,38,35-44,Masculino,Orgánico
U01086,2023-02-18,Colombia,Bogotá,31,25-34,Femenino,Referido
U01087,2024-02-29,Colombia,Barranquilla,37,35-44,Femenino,Orgánico
U01088,2025-10-19,Perú,Trujillo,34,25-34,Masculino,Referido
U01089,2024-03-25,Perú,Trujillo,26,25-34,Masculino,Orgánico
U01090,2023-05-07,Colombia,Barranquilla,34,25-34,Masculino,Publicidad digital
U01091,2023-08-27,Argentina,Mendoza,42,35-44,Femenino,Alianza comercial
U01092,2023-08-08,España,Barcelona,39,35-44,Masculino,Orgánico
U01093,2023-10-18,Chile,Temuco,20,18-24,Masculino,Orgánico
U01094,2023-12-08,Chile,Concepción,41,35-44,Masculino,Redes sociales
U01095,2024-05-02,España,Madrid,22,18-24,Masculino,Redes sociales
U01096,2025-08-29,Chile,Valparaíso,29,25-34,Masculino,Publicidad digital
U01097,2025-06-05,Colombia,Cali,29,25-34,Femenino,Publicidad digital
